idx,image_path,baseline_lmk_err,residual_lmk_err,delta_residual_minus_base,residual_cam_score,residual_lmk_abs_max
67,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_2_13_lip_funneler_38.jpg,0.08478892594575882,0.08473026007413864,-5.866587162017822e-05,8.127685468643904,0.7324466109275818
68,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_8_7_jaw_forward_33.jpg,0.033443428575992584,0.03018670529127121,-0.0032567232847213745,8.00191081687808,0.6668456792831421
69,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_9_3_mouth_stretch_23.jpg,0.04612553119659424,0.04158572480082512,-0.004539806395769119,7.583424454554915,0.7552459836006165
70,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_14_10_dimpler_6.jpg,0.2310330718755722,0.23030713200569153,-0.0007259398698806763,8.308359824120998,0.7430165410041809
71,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_3_10_dimpler_58.jpg,0.6394487023353577,0.6380912661552429,-0.001357436180114746,6.042157504707575,0.6049004197120667
72,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_13_14_sadness_7.jpg,0.04226141795516014,0.04227932170033455,1.790374517440796e-05,9.06538761407137,0.7812780141830444
73,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_10_14_sadness_54.jpg,0.04615892469882965,0.040966153144836426,-0.005192771553993225,8.45449218340218,0.7212549448013306
74,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_6_16_grin_42.jpg,0.20520779490470886,0.20638859272003174,0.001180797815322876,6.359649688005447,0.6499709486961365
75,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_18_2_smile_23.jpg,0.04213785380125046,0.03966471180319786,-0.002473141998052597,9.107740326784551,0.7515056729316711
76,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_4_15_lip_roll_47.jpg,0.038379836827516556,0.04099380970001221,0.0026139728724956512,8.106933940201998,0.6925127506256104
77,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_10_dimpler_39.jpg,0.26697343587875366,0.25953415036201477,-0.007439285516738892,7.279723014682531,0.6603936553001404
78,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_18_19_brow_raiser_42.jpg,0.10248184949159622,0.10228078812360764,-0.00020106136798858643,8.881378501653671,0.8271788954734802
79,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_11_19_brow_raiser_6.jpg,0.20789575576782227,0.20719057321548462,-0.0007051825523376465,7.63447542488575,0.7073689699172974
80,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_11_18_eye_closed_51.jpg,0.7995790839195251,0.8046205043792725,0.0050414204597473145,7.1417103335261345,0.6611142158508301
81,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_1_4_anger_22.jpg,0.03255901113152504,0.0310645904392004,-0.0014944206923246384,8.293371509760618,0.6834789514541626
82,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_7_5_jaw_left_36.jpg,0.10658516734838486,0.0994703471660614,-0.007114820182323456,8.111154824495316,0.7229768633842468
83,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_8_3_mouth_stretch_19.jpg,0.04016026854515076,0.037554509937763214,-0.0026057586073875427,7.716464638710022,0.7484727501869202
